created_at,text
2021-05-08 23:50:02,"[ON] LATE NIGHT ALERT STILL A HOUR LEFT TO GET VACCINATED!!!
Shoppers Drug Mart Applewood Village just got 330 AZ doses!! 

Walk-ins 9am-9pm starting now until gone 40+
1077 North Service Rd. Mississauga #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 23:32:04,Right now the best way to support us now is to help our friends family and neighbours get vaccinated. https://t.co/oHVZyRKnZw
2021-05-08 23:16:31,"[CA] WE HIT 250k FOLLOWERS ON TWITTER!!!

Thank you everyone again! Wouldn’t be here without you! We wanted to remind everyone that we’re also on Facebook so give us a follow there!

https://t.co/gqZ6VRDA13 #COVID19 #COVID19Vaccine #COVID19CA #vhcCA https://t.co/FUozve9Dol"
2021-05-08 23:00:04,"[ON] NYGH SIGN UP FOR APPOINTMENTS TOMORROW MOTHER'S DAY ACTIVITY!!!!
18+ living in: M2J, M2M, M2R, M3H, M3A. 
https://t.co/1PuxFSJCIM #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/S1hGCfEbtC"
2021-05-08 22:24:01,"[BC] Kamloops! Costco Kamloops, lots of appointments for May 11-14! 30+, AZ! Book via: https://t.co/LpcySAlTkv #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/1V2u5QKO8j"
2021-05-08 22:16:51,"[ON] PEEL 18+ LIVE OR WORK! 3 HOURS of WALKINS LEFT at BIC! 6 Lowry Dr. ALL PEEL postals - dress for weather - SHORT LINES!

https://t.co/x9lgUJhSif #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 22:10:17,"[ON] WALK IN ALERT BRAMPTON!!!

https://t.co/Lwpg0eNJQj #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 22:07:49,"[ON] OTTAWA 40+
40+ appts Sobeys Trim!
https://t.co/eVrmqMZDbT #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/tTSSyGa4sf"
2021-05-08 22:00:03,"[ON] 18+ RESIDENTS M3C, M4H
Thorncliffe Park Community Hub 
MAY 9, 2021 starting at 8am

Proof of Residence Required
https://t.co/6FPgPfgvAb #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 21:50:44,"[ON] ST. Catherines 40+ 
Sobeys Glendale &amp; Merritt
https://t.co/INcjuQisTw
⭐️⭐️⭐️⭐️⭐️ #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/nci5BzZWNK"
2021-05-08 21:45:35,"[ON] Niagara did you know there is a STANDBY LIST for vaccinations???
for people 30-49 years old
https://t.co/X1iOHQgwg4 #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 21:45:04,"[ON] STRATHOY 40+
Walmart  
https://t.co/rLR3xX80Tc

Southwestern Ontario ^^^^ #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/48xpPj6x2k"
2021-05-08 21:34:11,"[ON] Bradford West Gwillimbury (18+) LETS GETTER DONE 
only BWG RESIDENTS per the booking site 
May 20th
https://t.co/fyeR6UhMXz #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/wvXCWYzR9z"
2021-05-08 21:21:21,"[ON] SCARBOROUGH POPUPS UPDATE!!! 18+ Residents of M1S, M1V, M1X, M1C, &amp; M1E - see below for details!
https://t.co/xIBqylPwcp #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 21:21:02,"[QC] Montreal - Plusieurs pharmacies ont rajoutées des dispos sur ClicSante, c'est le temps de réserver! Many Pharmacies have gone from ""No Avail"" to ""Availability within 7 days"". Lots of appointments available https://t.co/5WxJ24ruCk #COVID19 #COVID19Vaccine #COVID19QC #vhcQC"
2021-05-08 21:04:13,"[QC] RAPPEL: La vaccination bat son plein pour les 35 ans et plus, prenez votre rendez-vous maintenant! You can make an appointment RIGHT NOW if you are 35 years old or more! https://t.co/5WxJ24ruCk #COVID19 #COVID19Vaccine #COVID19QC #vhcQC https://t.co/cnORcTRPRp"
2021-05-08 20:49:53,"[ON] Albion is still open to those who are eligible!!

https://t.co/NIiaPCcthu #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 20:49:08,"[QC] 35+ Laurentides - Sainte-Agathe-des-Monts - AJOUT DE NOUVELLES DISPONIBILITÉS demain 9 mai, prenez rendez-vous sur clicsante - New appointment slots now available tomorrow only https://t.co/5WxJ24ruCk https://t.co/Cc8T49Md8c #COVID19 #COVID19Vaccine #COVID19QC #vhcQC"
2021-05-08 20:45:24,"[ON] Shoppers Drug Mart Applewood Village just got 330 AZ doses!! 

Walk-ins 9am-9pm starting now until gone
40 years+

Shoppers Drug Mart 507 Applewood Village
1077 North Service Rd. Mississauga #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 20:20:26,"[ON] Strathroy 40+ (West of London)
Strathroy Walmart: 150 Carroll Street East, Rr
Lots of appointments to Choo-Choo-Choose from May 9 to May 12! https://t.co/rLR3xX80Tc
Strathroy Railway Station, 1910
 #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/QBqiwVCF10"
2021-05-08 20:07:46,"[AB] Hinton Major Pfizer drop get it while it's hot!!!
https://t.co/VoVnUpsGgx

#shotgirlsummer #yeg #COVID19 #COVID19Vaccine #COVID19AB #vhcAB https://t.co/UwnfAAypGJ"
2021-05-08 19:58:55,"[BC] Penticton! Safeway Penticton Plaza (801, 1301 Main Street) has lots of appointments to book next week! Let's gooooo! AZ, 30+! Book via https://t.co/INcjuQisTw #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/y2XvoXNigi"
2021-05-08 19:56:19,"[BC] Castlegar!! Safeway Castlegar has a few appointments left for next week! Let's GOOOOO! AZ, 30+! Book via: https://t.co/YZr2YYPbsm #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/BxHVmSxImJ"
2021-05-08 19:54:12,"[BC] Surrey! Safeway Peninsula Village has you covered for next week! AZ, 30+! Let's get booked!: https://t.co/INcjuQisTw #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/eRORcBc7b8"
2021-05-08 19:46:18,"What’s an mRNA vaccine? 
Should my 16 yr old get it?
Which side effects should I be looking out for? 
How do I get my second dose?

Join @AntibioticDoc 
@TheAmirImani 
@MoriartyLab 
@COVID_19_Canada
and Josh Kalpin this Tuesday! 

Hosted by @komalminhas

https://t.co/ymeDjuHZzn https://t.co/ir2xWMBmH0"
2021-05-08 19:42:56,"[MB] MAJOR BUNCH OF WINNIPEG APPOINTMENTS JUST DROPPED
https://t.co/YhpIQeUwLn
GET THE MAMA IN YOUR LIFE A VACCINATION FOR MOTHERS DAY!!! #COVID19 #COVID19Vaccine #COVID19MB #vhcMB https://t.co/EyjMmxIJPI"
2021-05-08 19:36:19,"[MB] DID SOMEONE SAY NEW SUPER SOAKER?
No, they said 
WINNIPEG SUPER SITES for people 35+ 
https://t.co/e81S11t9l7 #COVID19 #COVID19Vaccine #COVID19MB #vhcMB https://t.co/wkBBvjGJHJ"
2021-05-08 19:35:09,"[ON] Mississauga 40 +
Shoppers Drug Mart 507 Applewood Village: 1077 North Service Road
330 AZ doses available, Walk-in 9 am-9 pm
In and out in 20 minutes!

Meet Sonya &amp; Poppy from @AbbeycatAdopt
 #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/zrWyqvO4CH"
2021-05-08 19:32:27,"[MB] THIS IS YOUR SHOT MANITOBA!!
https://t.co/rZyCRXF4xy #COVID19 #COVID19Vaccine #COVID19MB #vhcMB"
2021-05-08 19:29:54,"[ON] Chatham Kent ontario public health vaccine clinic has spots!!

https://t.co/cnO0sRWWPg #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 19:25:02,"[MB] ALL THE HOTTIES FROM SELKIRK COME TO GET VACCINATED!!!!
https://t.co/YhpIQeUwLn
❤️️ #COVID19 #COVID19Vaccine #COVID19MB #vhcMB https://t.co/EJh9PxlLyu"
2021-05-08 19:13:40,"[NS] Looking to Volunteer to conquer Covid in NS?

https://t.co/pEhjS44P1a #COVID19 #COVID19Vaccine #COVID19NS #vhcNS"
2021-05-08 19:11:34,"[NS] Nova Scotians 45-49 now eligible for Pfizer, Moderna vaccines

Halifax check it out!!
https://t.co/rjavlSIZEP #COVID19 #COVID19Vaccine #COVID19NS #vhcNS https://t.co/AwkWmGmxHj"
2021-05-08 19:07:56,"[ON] THORNHILL AFTER WORK WEEKDAY ALERT!!!
FreshCo 800 Steeles https://t.co/INcjuQisTw
APPOINTMENTS ALL MONDAY TUESDAY WEDNESDAY THURSDAY 

Working Mommies and Daddy's check this out #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/oDc82bJYtC"
2021-05-08 19:05:26,"[ON] M4Y and M5E residents and workers are now eligible at Woodbine Racetrack’s clinic as well now. This is in addition to all residents and workers in all M hotspot postal codes. 

https://t.co/En9f200PCZ #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 18:51:15,"[ON] Mississauga 40+
Metro Pharmacy: 3221 Derry Rd W (east of the 407 ETR)
100 AZ doses available, Sign up at https://t.co/3HGNeUjxz6
Appointments available today and throughout the week!
Near Gino's Pizza  #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/l9s4EKybOR"
2021-05-08 18:44:27,"[ON] Thanks @simonesaq for the heads up about the line at BlackCreek!
OPEN TILL 7pm tonight!!!

https://t.co/Wk7KbnNzaw #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/f5caPJCheE"
2021-05-08 18:19:08,"[SK] Being in Middle school in Saskatchewan just got a whole lot easier!! 
Starting May 20 All Residents 12+ Eligible for Vaccination!!
https://t.co/75ocdgmEON #COVID19 #COVID19Vaccine #COVID19SK #vhcSK"
2021-05-08 18:17:40,"[ON] Mississauga 40+
Shoppers Drug Mart 735: 3029 Clayhill Rd
50 AstraZeneca doses available!
No postal code restrictions!
Walk-In ‍♂️‍♀️, Run-in ‍♂️‍♀️, Bike-In ‍♂️‍♀️
Ready... Set... GO! #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/O3cBWaj4cG"
2021-05-08 18:16:24,"[ON] FEELIN FINE WITH NO LINE WCH 
St John the Evangelist Catholic School @ 23 George St, WESTON (not downtown)!
Eligibility: Currently 18+ years old LIVING OR WORKING in “M” hot spots.
https://t.co/p9zSQcLXt7 #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 18:14:18,"[ON] ***Correction this 18+ vaccination event NEEDS people through the door fast enough!!!!!
Its right on Finch and HWY 400 VERY CONVENIENT!!!
 COMMENT YOUR FLAG BELOW!!!
https://t.co/KGq2tGioGI #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/WMkwX2XegX"
2021-05-08 17:57:32,"[ON] APPROXIMATELY 1000 DOSES LEFT!
Woodbine Racetrack (555 Rexdale Blvd). Expanding eligibility today &amp; Sunday to:
 
- 18+ who live or work in Toronto (M) hot spots
- 18+ who live or work in M9R, M9V or M9W will be prioritized #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/ZqY0GpypgL"
2021-05-08 17:53:05,"[ON] Waterloo 6 appointments ripe for the taking!!
https://t.co/INcjuQisTw

Watch out for the geese!🦆 🦆 🦆 🦆 🦆 
https://t.co/6HcLc2Vf3d #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/i2A4yPvH7h"
2021-05-08 17:43:17,"[ON] Mississauga 40+
Metro Pharmacy: 2225 Erin Mills Pkwy
75 AZ doses available, Sign up at https://t.co/flmcZInaW4
Booking links will be sent shortly for May 10 to May 12!
Short distance from the QEW
️ #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/z1ms4tvKll"
2021-05-08 17:42:41,"[ON] GTA 
COVID-19 Vaccines available at Madawaska Pharmasave.
Booking Link: LETS GOOO ☁️🧸✨☁️🧸✨
https://t.co/ACmgpIotFx #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 17:38:10,"[ON] DURHAM Region a tooon of appts just dropped for the 18th 
Pickering Chestnut Hill for any hotspot postal code 18+, 50+, &amp; other priority pops. PREGNANT + CAREGIVER CHECK IT OUT!!!!
https://t.co/ZafhPfLY3j

ESSENTIAL WORKERS!!! #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 17:32:29,"[ON] OTTAWA 40+
There's still time to get vaccinated today or on mothers day!!
https://t.co/9tlYjZVqvI #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/D4o2BPI1oV"
2021-05-08 17:19:33,[BC] Vernon! FreshCo Downtown (3417 - 30 Avenue) has appointments available for you THIS WEEKEND! Book via: https://t.co/INcjuQisTw #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/J7GSAQUndt
2021-05-08 17:17:58,"[ON] 40+ HAMILTON

Don’t throw away your shot! There are still lots of vaccines available at the David Braley Health Sciences Centre (100 Main St W). Walk ins are accepted!

https://t.co/Ha3PO5ePsS #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 17:15:00,[ON] One last mobile clinic today at Albion Arena again. M hotspots only. Same as Woodbine. Priority line for M9V M9R and M9W #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/lo0ATb0H6J
2021-05-08 17:11:41,"[ON] MILTON 40+ GET YOUR VACCINE LOCALLY at Prime Care Family Health Team
If you would like to book a vaccination appointment, call 905-878-1720 or email us at covid19vaccine@primecarefht.ca
Appointments are available now! #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 17:09:38,"[ON] TORONTO 40+ 
Last 50 doses left. Book on https://t.co/jnSyMJ5jUJ. First dose only. 40+ 
651 Sheppard Avenue West (Sheppard and Bathurst) #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 17:09:33,"[ON] No line at 23 Grandravine drive for all M hotspot postal codes!

https://t.co/1Iw8GcX1AV #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 17:09:04,[ON] Pop up clinic for today and tomorrow! Limited spots left #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/u4edlBgowv
2021-05-08 16:57:37,"[BC] Surrey! Surrey FreshCo has lots of appointments available for you next week! AZ, 30+! Book via: https://t.co/INcjuQisTw #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/VDgRlWjc5i"
2021-05-08 16:54:57,"The Covid-19 Vaccine: Looking for Answers?

Join our team of medical and vaccination specialists as they answer your questions about the Covid-19 Vaccine from the science, safety, eligibility and more!

Tuesday, May 11th
8pm EST

Register here: https://t.co/ymeDjuHZzn https://t.co/yrnAGBLN52"
2021-05-08 16:40:35,"[ON] NEW POPUP ALERT
NYGH has a popup at George S Henry Academy (200 Graydon Hall Drive.)
May 11-13 for people 18+ living in M3A, M3H, M2M, M2R, M2J
SEE TWEET BELOW FOR BOOKING LINK!
https://t.co/Un3VSEoBeJ #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 16:30:02,"[ON] Downsview Arena is now open to all residents and workers of TORONTO HOTSPOT POSTAL CODES ONLY. 

https://t.co/qP2kzOxQGg #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 16:20:22,"[ON] 18+ TORONTO (M) HOTSPOTS LIVE OR WORK TODAY AND TOMORROW! Woodbine Racetrack 555 Rexdale Blvd. M9R M9V M9W prioritized. NO OHIP required!
https://t.co/wfLhet7I3h #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 16:06:49,"[ON] NORTH YORK! 

No line at downsview arena right now. See the post for the postal codes and you can either be a resident or worker for those. GET YOUR SHOTS!!!

https://t.co/XIl0lXVFX4 #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/DbxQjJFUqF"
2021-05-08 15:37:00,"[ON] Woodbridge 40+
Medbrands I.D.A. Pharmacy: 1-53 Woodbridge Avenue
10 AstraZeneca doses available (EXPIRING!)
Walk-in appointment available before 2pm
Call 905 850 0634 to book
DOSE 1 ONLY #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/nrv5iQFgMt"
2021-05-08 15:20:37,"[MB] Brandon MB Lets get vaccinated at WALMART!!!!
MONDAY AND TUESDAY!!!
https://t.co/YhpIQeUwLn #COVID19 #COVID19Vaccine #COVID19MB #vhcMB https://t.co/819ixBKYkz"
2021-05-08 15:13:37,"[ON] PEEL 18+ LIVE OR WORK!!! All Peel postal codes! BIC (6 Lowry Dr) WALK-INS TODAY from 4pm-9pm!!
https://t.co/fmhT6EUUrL #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 15:11:37,"[ON] Woodbridge 40+
Medbrands I.D.A. Pharmacy: 1-53 Woodbridge Avenue
60 AZ doses available, Appt. spots available to be filled, please visit https://t.co/3lJKxhCW83 to sign up!
Walk-in only between 4pm - 7:30pm
‍♀️ #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/O71jOcV3VX"
2021-05-08 15:00:05,"[ON] 18+ RESIDENTS OF ALL TORONTO PRIORITY POSTAL CODES
AT WARDEN HILLTOP CC (25 MENDELSSOHN STREET)
Proof of Residence Req'd
TODAY from 8am
WALK-IN OR BOOK IN ADVANCE:
https://t.co/n411pvG2i2 #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/7joyyf9CN9"
2021-05-08 14:51:29,"[ON] PEEL 18+ RESIDENTS!!! All Peel postal codes! MAC (2550 Dunwin Dr) WALK-INS TODAY from 4pm-9pm!! Priority given to standby list https://t.co/JXbFG9anUq
https://t.co/tmGN1guwaG #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 14:47:09,"[ON] NEW POPUP ALERT! MAY 9 + 10! Oriole Arena (2975 Don Mills Rd) for people 18+ LIVING in: M2J, M2M, M2R, M3H, M3A. BOOK ONLINE NOW!!! Lot's of spots available! https://t.co/JctxJw9Bdi #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 14:45:05,"[ON] Would you like to visualize where the 18+ vaccine pharmacies are located?

https://t.co/gYiZHtWUTn

Credit to @Carinasmile2012 for creating this!!! #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/DOtDIDhZkl"
2021-05-08 14:30:04,"[ON] 18+ Living in a Toronto (""M"") Hotspot? C'mon down to Community Place Hub to get vaxxed RIGHT NOW!! (1765 Weston Road) 10:30am-5pm TODAY. Appointments available online or walk-in. https://t.co/FkM0AbJiFb #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 14:00:08,"[ON] IT'S BACK! St. John the Evangelist Catholic School (23 George Street) is open to 18+ living or working in ALL ""M"" HOTSPOTS. 10am-7pm TODAY!  Let's get vaxxed!! https://t.co/MwabspPf80 #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 14:00:04,[ON] NORTH YORK: Grandravine CC (23 Grandravine Drive) 18+ Live or Work! M3H M3J M3L M3M M3N M6A M6K M6L M9L M9M M9N starts RIGHT NOW! 10am-7pm Sat/Sun GET VAXXED TODAY! https://t.co/3UPF1nIkwY #COVID19 #COVID19Vaccine #COVID19ON #vhcON
2021-05-08 13:57:00,"[ON] PEEL 18+ RESIDENTS!! L4V, L4Y, L5E, L5G, L5H, L5J, L5S, L7E, L7K! Lots of appointments opening up, and lots left for today!!
https://t.co/x6wkWANguP #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 13:00:08,"[ON] NORTH YORK! DOWNSVIEW ARENA Walk-in Clinic begins RIGHT NOW until doses run out! NEW POSTALS ADDED: 18+ LIVE/WORK M2R, M3H, M6A, M6E. C'MON NORTH YORK! Check the following link for FULL Postal Code list. https://t.co/2jvYRDg2gh #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 13:00:05,[ON] M1B GO GET VAXXED RIGHT NOW! If you're 18+ and live in M1B GO NOW TO Malvern Christian Assembly (6705 Sheppard Ave E) and get a ticket for a same-day appt TODAY! #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/XEPCHAK0Fz
2021-05-08 12:38:12,"[ON] Woodbridge 40+
MEDBRANDS IDA PHARMACY: 53 WOODBRIDGE AVE UNIT1
60 AZ doses available, Booking available online, visit https://t.co/3lJKxhCW83
Unfilled Appt. spots still available: May 10 to 12
Near Big Cannoli Lane #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/yBnBWRiLje"
2021-05-08 11:48:50,"[ON] DROP-IN: 18+ M3C M4H
PRE-BOOK: ALL PROVINCIALLY-ELIGIBLE POPULATIONS 
Thorncliffe Park Community Hub, May 8, 11, 12 and 14 
(Booking: https://t.co/TCKPDibopx)
https://t.co/0RbGrH1Ib6 #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-08 11:43:17,"[ON] 18+ IN ALL *TORONTO* HOTSPOT POSTAL CODES + CRESCENT TOWN
DROP-IN TODAY FROM 8AM UNTIL SUPPLIES RUN OUT
25 Mendelssohn Street, Scarborough (Warden Hilltop Community Centre)
Updates via @ETHPNews #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/ANme75M2MS"
2021-05-08 09:30:05,[ON] M1B it's VACCINE DAY!! If you're 18+ and live in M1B DROP BY TODAY @ Malvern Christian Assembly (6705 Sheppard Ave E)! Tickets for same-day appts will be handed out starting @ 7am for 9am-5pm. #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/rzommk766t
2021-05-08 06:00:07,"[MB] WINNIPEG LETS GO TO WALMART
🦋🦋🦋🦋🦋🦋
https://t.co/YhpIQeUwLn #COVID19 #COVID19Vaccine #COVID19MB #vhcMB https://t.co/zjM4maAVY4"
2021-05-08 02:00:30,"Thanks for celebrating with us and while we paused our alerts for the hour. We now get back to our regular programming. 

Please feel free to keeping tagging us in your #VHCvaxxxie pics! https://t.co/gMt3OtAv9z"
2021-05-08 01:54:28, https://t.co/2vdkiFq5Kh
2021-05-08 01:52:04,Look at that smile! Love to see a happy #VHCvaxxie https://t.co/djSlCRqFZA
2021-05-08 01:51:26,We dig the vaccine + pizza combo. https://t.co/Wr94F2lQCt
2021-05-08 01:36:29,Excellent advice! Follow us for delicious alerts to book your appointment as soon as possible. https://t.co/bR4FLSc61i
2021-05-08 01:33:04,Someone is sure happy about their vaccine!! What a great #VHCvaxxie ! https://t.co/TJGnFvpd5c
2021-05-08 01:31:48,"Canada! Keep those #VHCvaxxie pics coming!

Here’s one from our director @joshkalpin https://t.co/EI9cjXdH82"
2021-05-08 01:22:36,Oh what a feeling! https://t.co/3iqR11sg8v
2021-05-08 01:20:10,Way to go! https://t.co/GdN4d9HRhp
2021-05-08 01:20:03,"Michelle has helped book 7 people for their vaccines! If you're able, please #payitforward like she has and help your friends, family members and neighbours book their vaccines. https://t.co/aXDuiBZCfm"
2021-05-08 01:15:02,"Great job, Dr. Kaplan-Myrth! Congrats on your vaccine, Ariel. https://t.co/IdjblK4Lkl"
2021-05-08 01:12:10,Rockin the pandemic hairdo and bandaid! https://t.co/6y8jgGgRg7
2021-05-08 01:00:04," Nous aimerions voyer vos selfies du jour du vaccin, Canada! 

Pendant la prochaine heure, nous avons suspendu nos alertes vaccinales habituelles pour que nous puissions célébrer!

Partagez votre selfie du vaccin, et utilisez #VHCvaxxie

Montrez-nous vos photos!  https://t.co/WdQYlnt96a"
2021-05-08 00:58:35," Let’s see those vaccine-day selfies, Canada!  

For the next hour we’ve paused our usual vaccine alerts so we can celebrate!

Share your vaccine-day selfie, tag us and make sure to use the #VHCvaxxie hashtag!

Show us your shots!  https://t.co/6f4dEt5ZML"
2021-05-07 23:42:20," Plus de 15 millions de canadiens ont déjà été vaccinés! 

CE SOIR: 21 h à 22 h EST, nous désactiverons nos alertes vaccinales régulières pour célébrer!

 Tweetez-nous vos selfies de la journée de vaccination et utilisez «#VHCvaxxie» pour que nous puissions les partager https://t.co/XecfWtMWDD"
2021-05-07 23:36:48," Over 15,000,000 Canadians have been vaccinated

TONIGHT: from 9pm-10pm EST we’re pausing our usual vaccine alerts to celebrate!

 Tweet us your vaccine-day selfies and make sure to use the #VHCvaxxie hashtag so we can share them with all of Canada! https://t.co/NylsBSbirP"
2021-05-07 23:30:01,"[QC] 18+ Baie James - 1ere ou 2e dose de vaccin, il reste des rendez-vous en mai et juin - There are appointments left in May and June for 1st/2nd dose for James Bay residents https://t.co/8U7xu8gxuA #COVID19 #COVID19Vaccine #COVID19QC #vhcQC"
2021-05-07 23:25:20,"[BC] SURREY TIME TO HURRY 30+
https://t.co/INcjuQisTw
 #COVID19 #COVID19Vaccine #COVID19BC #vhcBC https://t.co/lWXns1isUQ"
2021-05-07 23:10:47,"[ON] Brampton (NE) (Pfizer Vaccine - Please confirm eligibility before booking) 18+ 
🥳   🥳   🥳   
https://t.co/rLR3xX80Tc #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 23:07:13,"[ON] 18+ RESIDENTS of M2M, M2R, M2J, M3H, M3A

NYGH has released appointments for tomorrow (May 8) and Sunday (May 9)

https://t.co/rSvSJ72LdE #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 23:06:35,"[ON] RE: 18+ opportunities this was literally announced today so please be kind to the pharmacists who are handling the changeover. 

https://t.co/yZIlSfeTvo #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 23:00:05,"[ON] 18+ RESIDENTS OF ALL TORONTO PRIORITY POSTAL CODES
AT WARDEN HILLTOP CC (25 MENDELSSOHN STREET)
Proof of Residence Req'd
MAY 8 from 8am
WALK-IN OR BOOK IN ADVANCE:
https://t.co/n411pvG2i2 #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/ffPVzdikPo"
2021-05-07 22:39:10,"[ON] WAKE UP ONTARIO A TON MORE 18+ OPPORTUNITIES HAVE DROPPED!!!
ELIGIBILITY HERE AND PLACES HERE--&gt; 

https://t.co/cJ8qSaxd1R #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/4JbQYwriw9"
2021-05-07 22:37:24,"[ON] TORONTO 40+ 
Mon-Fri 10:00am-6:30pm &amp; Sat 10am-3:00pm. 
Either Call into the pharmacy at the same number (905-846-9666) or book via 

https://t.co/ZQwv7rv9Kg #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 22:20:04,[ON] M1B this weekend calls for VACCINES!! If you're 18+ and live in M1B DROP BY Malvern Christian Assembly (6705 Sheppard Ave E) TOMORROW! Tickets for same-day appts will be handed out starting @ 7am for 9am-5pm. #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/sibh2aCEff
2021-05-07 22:16:34,"[ON] We're hearing that St John the Evangelist Catholic School @ 23 George St, York, ON M9N 2B4 is done for today: https://t.co/kfc66RuNzt #COVID19 #COVID19Vaccine #COVID19ON #vhcON"
2021-05-07 21:31:07,"[ON] Cambridge 40+
Cambridge Walmart: 22 Pinebush Road
Tons of Appt. available for Tonight and Saturday!
https://t.co/rLR3xX80Tc

Cambridge Farmers' Market OPEN, every Saturday from 7 am - 1 pm!
‍‍ #COVID19 #COVID19Vaccine #COVID19ON #vhcON https://t.co/zEBG0RhtCb"
2021-05-07 21:13:07,"[SK] Prince Albert, 35+ TONS OF APPOINTMENTS THIS WEEKEND 
https://t.co/33Rg5nSrqJ
✌
#SHOTGIRLSUMMER #VAXEDWAXEDANDRELAXED #COVID19 #COVID19Vaccine #COVID19SK #vhcSK"
2021-05-07 21:08:36,"[AB] Lloydminster, 35+ TONS OF APPOINTMENTS THIS WEEKEND #SHOTGIRLSUMMER 
https://t.co/INcjuQisTw

5211 - 44 Street,Lloydminster,Alberta,T9V 0A7 #COVID19 #COVID19Vaccine #COVID19AB #vhcAB https://t.co/nkl1ma3w8Q"
